Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2008-08-25,1125.6,1128.23,1106.41,1128.23,162.37149960887
2008-08-26,1128.98,1128.98,1095.11,1107.15,410.37728325803
2008-08-27,1105.66,1105.66,1083.81,1104.89,33.364006768946
2008-08-28,1089.82,1091.35,1077.81,1091.35,1086.5544871087
2008-08-29,1105.66,1105.66,1016.09,1055.6,253.566451444
2008-09-01,1054.85,1086.84,1054.85,1061.24,18.906270502402
2008-09-02,1086.84,1103.39,1070.27,1103.39,63.391612860998
2008-09-03,1112.42,1162.47,1110.15,1119.95,313.6216636281
2008-09-04,1132.75,1192.95,1132.75,1137.27,3539.9211181852
2008-09-05,1136.51,1136.51,1128.98,1129.36,214.64177688022
2008-09-08,1136.51,1137.27,1128.98,1129.36,371.45260869427
2008-09-09,1158.33,1159.1,1129.36,1129.36,954.21059359186
2008-09-10,1149.3,1159.1,1129.73,1151.56,175.71710231645
2008-09-11,1153.82,1153.82,1153.82,1153.82,1.1121335589649
2008-09-12,1154.55,1181.66,1151.56,1151.56,38.924674563771
2008-09-15,1151.56,1151.56,1113.93,1128.98,117.88615725027
2008-09-16,1110.15,1121.46,1110.15,1118.45,949.762059356
2008-09-17,1113.93,1128.98,1091.35,1099.63,534.93624186211
2008-09-18,1080.05,1126.73,1080.05,1099.63,472.65676256007
2008-09-19,1099.63,1165.85,1068.77,1068.77,132.34389351682
2008-09-22,1083.81,1125.22,1080.05,1083.81,275.80912262328
2008-09-23,1083.81,1105.66,1083.81,1105.66,627.24332725619
2008-09-24,1105.66,1125.22,1104.89,1125.22,155.69869825508
2008-09-25,1125.22,1144.02,1125.22,1144.02,225.76311246987
2008-09-26,1128.98,1141.02,1098.88,1128.98,123.4468250451
2008-09-29,1128.98,1140.27,1128.98,1129.73,969.78046341736
2008-09-30,1090.99,1139.89,1083.81,1139.89,272.4727219464
2008-10-01,1140.27,1144.02,1128.98,1144.02,1109.9092918469
2008-10-02,1135.02,1166.62,1135.02,1136.51,200.18404061367
2008-10-03,1136.51,1147.79,1132.75,1133.49,19288.844446687
2008-10-06,1132.36,1132.36,1084.58,1119.19,2099.7081593257
2008-10-07,1091.73,1091.73,1007.41,1038.66,12940.786092115
2008-10-08,1034.9,1034.9,906.195,1031.15,1155.5067677645
2008-10-09,1046.17,1053.71,1046.17,1051.82,554.95464592347
2008-10-10,1046.17,1046.17,895.666,976.948,443.74129002698
2008-10-13,1004.05,1006.29,982.232,1006.29,806.29683024953
2008-10-14,1089.47,1089.47,1016.09,1052.95,503.79650221108
2008-10-15,1053.71,1053.71,1016.09,1023.99,6242.4056664699
2008-10-16,922.749,1016.09,922.749,993.509,1402.4004178547
2008-10-17,993.509,1015.33,985.984,1015.33,1028.7235420425
2008-10-20,993.509,1016.09,979.188,979.188,365.89194089944
2008-10-21,979.188,1015.33,979.188,1015.33,1968.4763993678
2008-10-22,980.331,1004.4,970.916,1004.4,937.52859020739
2008-10-23,978.448,978.448,940.809,940.809,20.018404061367
2008-10-24,941.191,1001.03,848.234,903.183,963.10766206358
2008-10-27,836.95,836.95,815.109,827.931,223.53884535194
2008-10-28,865.561,865.561,790.283,812.125,114.54975657339
2008-10-29,797.818,864.806,786.524,788.781,907.50098411534
2008-10-30,767.705,790.283,712.001,715.031,2143.0813681253
2008-10-31,736.854,736.854,679.649,696.211,9027.1880981178
2008-11-03,699.961,718.781,696.571,703.719,982.01393256599
2008-11-04,711.264,752.66,709.754,730.082,1822.7869031434
2008-11-05,752.66,767.705,745.135,745.135,197.95977349575
2008-11-06,745.135,756.411,730.082,730.082,2821.4828390939
2008-11-07,733.842,748.884,733.842,733.842,13394.536584173
2008-11-10,748.884,751.529,733.842,733.842,133.45602707579
2008-11-12,750.395,750.395,715.031,737.591,482.66596459076
2008-11-13,715.031,722.548,711.264,711.264,203.52044129057
2008-11-14,733.842,751.888,733.842,734.588,298.05179380258
2008-11-17,715.031,715.031,715.031,715.031,71.176547773752
2008-11-18,715.031,737.591,715.031,733.842,154.58656469612
2008-11-19,722.548,722.548,722.548,722.548,15.569869825508
2008-11-20,709.754,745.135,709.754,722.548,1159.9553020003
2008-11-21,743.616,770.699,727.062,770.699,1079.8816857549
2008-11-24,771.472,833.937,771.472,797.818,328.07939989463
2008-11-25,801.568,827.545,790.283,790.283,322.51873209981
2008-11-26,763.2,807.214,762.445,790.283,40.036808122736
2008-11-27,805.335,812.125,763.946,763.946,174.60496875749
2008-11-28,767.705,812.861,767.705,778.99,1454.6706951261
2008-12-01,767.705,811.359,752.66,790.283,434.84422155527
2008-12-02,811.359,819.64,790.661,792.926,251.34218432606
2008-12-03,816.26,860.662,813.617,813.617,3190.7111806702
2008-12-04,854.268,854.268,818.139,821.134,140.12882842957
2008-12-05,846.742,853.126,827.931,853.126,194.62337281885
2008-12-08,856.148,898.67,846.742,858.017,111.21335589649
2008-12-09,893.769,918.244,865.94,898.67,484.89023170868
2008-12-10,906.942,940.809,906.942,918.244,645.03746419963
2008-12-11,940.809,943.081,904.306,940.809,311.39739651016
2008-12-12,940.063,976.948,940.063,960.012,530.48770762624
2008-12-15,976.197,1010.43,974.687,982.232,3643.349539169
2008-12-16,993.881,1001.03,982.966,985.984,777.38135771644
2008-12-17,989.727,1004.81,949.098,955.868,1514.7259073102
2008-12-18,955.868,959.631,918.244,959.631,2341.0411416211
2008-12-19,992.754,1007.41,940.809,940.809,1635.9484652374
2008-12-22,959.259,988.61,941.582,961.904,1628.1635303246
2008-12-23,957.004,970.916,925.762,925.762,1839.4689065279
2008-12-29,937.064,940.809,888.121,888.121,1179.9737060618
2008-12-30,895.666,895.666,868.564,875.344,1899.524118712
2008-12-31,887.762,903.183,858.017,858.017,1092.1151549035
2009-01-05,867.433,918.244,867.433,903.183,828.53950142883
2009-01-06,933.274,954.35,922.003,922.003,502.68436865212
2009-01-07,949.852,949.852,919.737,922.003,432.61995443733
2009-01-08,922.003,934.793,919.368,919.368,262.46351991571
2009-01-09,919.368,932.921,910.708,918.244,334.75220124842
2009-01-12,925.762,925.762,903.183,910.708,641.70106352273
2009-01-13,899.425,918.244,899.425,903.948,926.40725461774
2009-01-14,910.708,910.708,880.614,880.614,3079.4978247737
2009-01-15,873.078,892.267,843.72,865.561,3695.6198164403
2009-01-16,865.561,865.561,861.794,864.06,111.21335589649
2009-01-19,864.806,864.806,842.975,842.975,214.64177688022
2009-01-20,839.216,839.216,827.931,827.931,87.858551158225
2009-01-21,794.041,827.931,767.705,827.931,167.9321674037
2009-01-22,827.931,846.742,791.038,794.041,516.0299713597
2009-01-23,790.283,805.335,790.283,790.283,127.89535928096
2009-01-26,778.99,827.158,778.99,805.335,167.9321674037
2009-01-27,806.846,806.846,805.335,805.335,190.174838583
2009-01-28,842.597,869.312,827.545,827.931,54.494544389279
2009-01-29,865.561,865.561,820.388,820.388,12.233469148614
2009-01-30,820.388,857.649,790.283,813.617,251.34218432606
2009-02-02,790.283,842.975,775.231,806.846,1055.4147474577
2009-02-03,806.846,827.931,782.757,782.757,721.7746797682
2009-02-04,787.648,820.388,783.511,783.511,279.14552330018
2009-02-05,786.524,786.524,786.524,786.524,8.897068471719
2009-02-06,815.863,816.629,794.041,794.041,136.79242775267
2009-02-09,812.861,827.931,803.087,803.087,323.63086565878
2009-02-10,826.412,826.412,805.335,814.004,226.87524602883
2009-02-11,827.931,828.29,827.545,827.931,539.38477609797
2009-02-12,835.447,835.447,812.861,812.861,233.54804738262
2009-02-13,827.931,853.89,827.931,835.447,2776.9974967353
2009-02-16,821.134,835.447,821.134,835.447,140.12882842957
2009-02-17,827.931,835.071,752.66,752.66,3252.9906599722
2009-02-18,790.283,827.931,753.785,827.931,6148.9864475168
2009-02-19,827.931,858.017,827.931,850.132,5356.0352199748
2009-02-20,827.931,827.931,798.177,798.177,2290.9951314676
2009-02-23,812.861,812.861,772.604,790.283,365.89194089944
2009-02-24,789.905,790.283,769.961,790.283,467.09609476524
2009-02-25,809.111,828.687,809.111,818.139,2243.1733884321
2009-02-26,817.761,827.931,816.629,817.384,408.15301614011
2009-02-27,831.671,831.671,817.384,828.29,538.27264253899
2009-03-02,835.447,842.975,827.931,827.931,213.52964332126
2009-03-03,801.568,801.568,752.66,752.66,4549.7383897253
2009-03-04,767.705,782.001,744.371,744.371,1447.9978937723
2009-03-05,752.66,760.169,745.135,752.66,2539.0009151168
2009-03-06,760.169,792.548,760.169,767.705,844.10937125434
2009-03-09,790.283,790.283,767.705,767.705,32.251873209981
2009-03-10,789.905,789.905,754.145,766.959,154.58656469612
2009-03-11,752.66,754.145,752.66,752.66,4973.4612756909
2009-03-12,752.66,759.424,752.66,757.166,2337.7047409441
2009-03-13,752.66,752.66,677.382,752.66,2110.8294949153
2009-03-16,752.66,753.398,701.481,701.481,316.95806430498
2009-03-17,699.961,707.504,699.961,707.504,125.67109216303
2009-03-18,707.504,707.504,703.719,703.719,41.148941681701
2009-03-19,711.264,737.591,711.264,737.591,5985.502814349
2009-03-20,724.805,730.082,724.805,724.805,5.5606677948243
2009-03-23,724.805,730.082,711.264,730.082,250.2300507671
2009-03-24,737.591,751.529,733.842,733.842,76.737215568576
2009-03-25,741.377,741.377,733.842,733.842,61.167345743068
2009-03-26,733.842,745.135,722.548,730.082,66.728013537893
2009-03-27,728.563,728.563,718.781,718.781,609.44919031275
2009-03-30,716.514,722.548,707.504,707.504,448.18982426284
2009-03-31,707.504,729.697,707.504,722.171,136.79242775267
2009-04-01,729.328,729.328,722.548,722.548,57.830945066173
2009-04-02,733.842,733.842,722.548,722.548,214.64177688022
2009-04-03,731.584,731.584,725.182,726.316,52.270277271349
2009-04-06,726.316,751.16,707.504,707.504,538.27264253899
2009-04-07,725.561,745.135,707.504,744.749,778.49349127541
2009-04-08,743.255,743.255,716.514,742.868,61.167345743068
2009-04-09,743.983,743.983,718.781,724.05,12.233469148614
2009-04-14,730.082,737.591,724.05,737.591,2919.3505922828
2009-04-15,739.111,756.411,734.588,756.411,133.45602707579
2009-04-16,761.311,782.757,759.801,759.801,102.31628742477
2009-04-17,766.959,775.231,748.884,750.395,1406.8489520906
2009-04-20,750.395,750.395,738.347,748.884,18.906270502402
2009-04-21,745.135,745.135,740.622,743.616,3548.8181866569
2009-04-22,737.591,750.395,737.591,737.591,94.531352512014
2009-04-23,737.591,741.377,737.591,740.622,2411.1055558358
2009-04-24,743.616,749.632,743.616,749.632,5.5606677948243
2009-04-27,750.395,752.66,744.371,750.009,100.09202030684
2009-04-28,750.009,750.009,741.377,746.628,819.64243295711
2009-04-29,750.395,759.801,750.395,752.66,2752.5305584381
2009-04-30,760.169,789.519,757.921,760.169,407.04088258114
2009-05-04,788.781,788.781,763.946,763.946,114.54975657339
2009-05-05,786.524,790.283,759.801,759.801,767.37215568576
2009-05-06,760.942,788.781,745.135,769.961,6423.6834365811
2009-05-07,788.025,792.548,765.439,765.439,122.33469148614
2009-05-08,788.025,788.781,767.705,767.705,41.148941681701
2009-05-11,787.271,790.283,768.091,769.215,2456.7030317534
2009-05-12,772.227,786.524,763.946,767.705,1510.2773730743
2009-05-13,767.705,782.001,767.705,768.469,1444.6614930953
2009-05-14,763.946,763.946,696.211,722.171,2637.9808018646
2009-05-15,730.082,754.145,730.082,754.145,4092.6514969907
2009-05-18,753.398,802.333,752.66,778.99,2647.9900038954
2009-05-19,782.757,792.548,768.469,768.469,911.9495183512
2009-05-20,768.469,775.995,767.705,775.231,217.97817755711
2009-05-21,784.258,784.258,752.66,767.705,157.92296537301
2009-05-22,754.145,754.145,752.66,752.66,870.80057666949
2009-05-25,738.347,752.66,738.347,752.66,27.803338974122
2009-05-26,737.591,738.347,716.514,716.514,36.700407445841
2009-05-27,748.884,748.884,748.13,748.884,196.84763993678
2009-05-28,748.517,752.66,719.546,752.66,97.867753188909
2009-05-29,754.145,763.946,725.561,763.946,54.494544389279
2009-06-01,763.946,763.946,760.169,760.169,34.476140327911
2009-06-02,767.705,778.99,763.946,763.946,365.89194089944
2009-06-03,775.231,790.283,763.946,790.283,510.46930356488
2009-06-04,775.231,809.111,775.231,794.041,346.98567039704
2009-06-05,790.283,842.975,790.283,814.749,285.81832465397
2009-06-08,828.29,842.22,814.372,819.64,152.36229757819
2009-06-09,827.931,857.263,827.931,854.268,720.66254620924
2009-06-10,855.761,858.017,836.95,842.975,293.60325956672
2009-06-12,857.263,857.263,841.841,841.841,106.76482166062
2009-06-15,850.5,850.5,842.975,842.975,155.69869825508
2009-06-16,826.412,846.742,826.412,843.352,220.20244467505
2009-06-17,842.975,850.5,835.071,842.975,223.53884535194
2009-06-18,842.975,846.742,842.975,842.975,17.794136943438
2009-06-19,857.263,899.425,851.256,899.425,448.18982426284
2009-06-22,902.059,902.059,829.046,829.046,213.52964332126
2009-06-23,828.687,846.742,828.687,832.049,382.57394428392
2009-06-24,846.742,864.806,844.107,844.107,40.036808122736
2009-06-25,845.977,865.561,842.975,865.561,362.55554022255
2009-06-26,880.991,891.134,880.614,880.614,263.57565347467
2009-06-29,880.991,895.666,867.046,867.046,156.81083181405
2009-06-30,895.288,933.274,884.382,884.382,1518.0623079871
2009-07-01,873.825,883.608,871.577,871.577,43.37320879963
2009-07-02,884.382,895.666,884.382,891.89,101.2041538658
2009-07-03,873.078,902.427,873.078,888.517,117.88615725027
2009-07-06,886.638,910.708,886.638,903.183,1030.9478091604
2009-07-07,903.183,938.564,903.183,904.685,325.85513277671
2009-07-08,910.708,925.762,906.573,910.708,151.25016401922
2009-07-09,918.981,963.395,918.244,955.868,1068.7603501653
2009-07-10,978.448,979.949,948.352,948.352,1195.5435758872
2009-07-13,940.809,940.809,934.047,937.81,91.19495183512
2009-07-14,937.064,974.687,930.284,956.614,150.13803046026
2009-07-15,970.916,981.448,960.385,965.645,153.47443113715
2009-07-16,988.992,1000.26,972.436,993.509,1763.8438245183
2009-07-17,1019.85,1065,982.232,982.232,1558.0991161098
2009-07-20,989.727,989.727,983.731,983.731,21.130537620332
2009-07-21,1045.45,1045.45,985.22,1023.62,104.5405545427
2009-07-22,1023.62,1031.15,1016.84,1031.15,1067.6482166062
2009-07-23,1091.35,1091.35,1040.54,1040.91,127.89535928096
2009-07-24,1062.74,1091.35,1044.69,1061.99,655.0466662303
2009-07-27,1054.46,1095.47,1054.46,1065,422.61075240666
2009-07-28,1091.35,1119.95,1065,1065,83.410016922365
2009-07-29,1068.77,1128.98,1061.24,1070.65,189.06270502402
2009-07-30,1091.35,1109.41,1071.4,1071.4,1575.8932530533
2009-07-31,1076.29,1113.55,1076.29,1091.35,534.93624186211
2009-08-03,1090.59,1109.79,1090.59,1092.85,15.569869825508
2009-08-04,1098.88,1106.41,1095.11,1098.88,252.45431788502
2009-08-05,1098.88,1099.63,1054.46,1054.46,1365.7000104088
2009-08-06,1094.36,1094.36,1061.24,1061.99,68.952280655822
2009-08-07,1054.46,1086.07,1053.71,1066.89,1198.8799765642
2009-08-10,1089.1,1166.62,1088.32,1098.88,3081.7220918916
2009-08-11,1113.55,1166.62,1113.55,1113.93,371.45260869427
2009-08-12,1118.83,1143.65,1118.83,1118.83,95.643486070979
2009-08-13,1119.58,1151.56,1119.58,1144.02,96.755619629944
2009-08-14,1155.32,1166.62,1106.41,1107.92,101.2041538658
2009-08-17,1098.88,1098.88,1083.81,1083.81,33.364006768946
2009-08-18,1086.84,1117.69,1086.84,1098.88,2480.0578364917
2009-08-19,1098.88,1109.02,1092.1,1099.63,4410.7216948547
2009-08-20,1098.88,1141.02,1098.88,1100.74,356.99487242772
2009-08-21,1125.22,1165.11,1103.39,1103.39,345.87353683807
2009-08-24,1128.98,1128.98,1102.65,1102.65,166.82003384473
2009-08-25,1105.66,1143.29,1104.89,1143.29,229.09951314676
2009-08-26,1114.3,1122.2,1106.41,1122.2,149.0258969013
2009-08-27,1158.71,1181.66,1150.8,1168.12,2420.0026243076
2009-08-28,1170.76,1271.99,1170.38,1213.28,433.7320879963
2009-08-31,1195.97,1279.5,1177.89,1246.02,1580.3417872891
2009-09-01,1279.5,1279.5,1138.78,1181.66,144.57736266544
2009-09-02,1132.75,1174.14,1132.75,1145.91,379.23754360702
2009-09-03,1162.85,1171.12,1162.85,1169.25,18.906270502402
2009-09-04,1186.94,1240.37,1186.94,1240.37,5122.4871725922
2009-09-07,1241.13,1277.26,1241.13,1243.77,17.794136943438
2009-09-08,1247.92,1278.02,1247.92,1250.55,140.12882842957
2009-09-09,1251.67,1279.5,1246.39,1255.43,147.91376334232
2009-09-10,1278.39,1278.39,1204.61,1205,187.95057146506
2009-09-11,1205.75,1206.49,1145.54,1145.54,413.71368393493
2009-09-14,1181.29,1181.29,1110.15,1116.18,285.81832465397
2009-09-15,1116.93,1159.1,1115.43,1125.96,441.51702290906
2009-09-16,1140.27,1140.27,1098.88,1121.46,185.72630434713
2009-09-17,1127.85,1137.27,1106.41,1106.41,929.74365529464
2009-09-18,1113.93,1127.85,1107.15,1108.65,121.22255792717
2009-09-21,1114.3,1128.98,1095.11,1095.11,173.49283519852
2009-09-22,1127.48,1144.78,1125.22,1144.78,1046.5176789859
2009-09-23,1133.13,1162.85,1131.24,1133.13,478.21743035489
2009-09-24,1136.89,1162.85,1136.89,1162.85,94.531352512014
2009-09-25,1159.1,1159.1,1139.52,1155.32,149.0258969013
2009-09-28,1138.78,1155.32,1121.46,1155.32,100.09202030684
2009-09-29,1140.27,1158.33,1132,1132,1103.2364904932
2009-09-30,1155.32,1155.32,1132.75,1147.79,1678.209540478
2009-10-01,1140.27,1141.02,1128.98,1128.98,638.36466284584
2009-10-02,1113.93,1128.98,1091.35,1128.98,824.09096719297
2009-10-05,1095.87,1140.27,1093.6,1125.22,108.98908877856
2009-10-06,1125.22,1128.98,1106.41,1106.78,42.261075240666
2009-10-07,1099.25,1106.78,1083.81,1083.81,47.821743035489
2009-10-08,1083.81,1095.11,1078.55,1078.55,516.0299713597
2009-10-09,1080.81,1080.81,1076.67,1076.67,82.2978833634
2009-10-12,1076.29,1080.05,1061.24,1077.81,215.75391043918
2009-10-13,1080.05,1113.19,1065.78,1091.35,605.00065607689
2009-10-14,1113.93,1113.93,1091.35,1112.8,73.400814891682
2009-10-15,1113.93,1128.98,1098.88,1113.93,320.29446498188
2009-10-16,1113.93,1128.23,1099.63,1099.63,1353.4665412603
2009-10-19,1127.85,1128.23,1101.52,1106.41,2734.7364214946
2009-10-20,1127.48,1127.85,1103.01,1103.39,4064.8481580166
2009-10-21,1103.76,1117.32,1100.37,1101.14,13.345602707579
2009-10-22,1113.55,1113.55,1095.87,1095.87,41.148941681701
2009-10-23,1112.8,1126.73,1083.81,1087.57,288.0425917719
2009-10-26,1087.57,1087.57,1068.77,1083.81,262.46351991571
2009-10-27,1083.81,1091.35,1069.9,1076.29,35.588273886876
2009-10-28,1098.88,1098.88,1069.9,1072.53,57.830945066173
2009-10-29,1095.11,1102.65,1065.38,1098.88,5183.6545183352
2009-10-30,1098.88,1098.88,1069.52,1084.19,58.943078625138
2009-11-02,1070.65,1091.35,1070.65,1080.81,92.307085394084
2009-11-03,1074.78,1074.78,1053.71,1063.49,1845.0295743227
2009-11-04,1054.46,1079.31,1054.46,1058.22,706.20480994269
2009-11-05,1054.85,1078.94,1053.34,1078.94,133.45602707579
2009-11-06,1076.29,1077.04,1058.98,1058.98,8.897068471719
2009-11-09,1077.04,1100.37,1066.5,1071.4,161.25936604991
2009-11-10,1075.54,1128.98,1075.54,1128.98,14265.337160843
2009-11-12,1136.12,1185.43,1132,1178.67,1640.3969994732
2009-11-13,1182.03,1192.95,1172.25,1174.14,3009.433410559
2009-11-16,1181.66,1204.26,1181.66,1189.93,3496.5479093856
2009-11-17,1192.95,1204.26,1189.93,1191.44,529.37557406728
2009-11-18,1196.71,1196.71,1149.3,1149.3,1371.2606782037
2009-11-19,1148.56,1148.56,1133.13,1144.78,101.2041538658
2009-11-20,1130.87,1166.62,1128.98,1166.62,62.279479302033
2009-11-23,1151.56,1166.62,1151.56,1166.62,97.867753188909
2009-11-24,1170.38,1172.64,1164.36,1166.23,166.82003384473
2009-11-25,1143.29,1164.72,1142.53,1152.31,18658.264718754
2009-11-26,1152.31,1159.1,1151.56,1151.95,523.81490627246
2009-11-27,1130.1,1152.31,1128.98,1128.98,2106.3809606795
2009-11-30,1129.73,1151.56,1129.73,1151.56,3825.7394428392
2009-12-01,1158.71,1159.1,1138.01,1138.78,224.65097891091
2009-12-02,1144.02,1144.02,1113.93,1128.98,1821.6747695844
2009-12-03,1129.73,1135.74,1129.73,1135.74,380.34967716598
2009-12-04,1135.74,1147.79,1135.02,1147.79,235.77231450055
2009-12-07,1147.79,1155.32,1147.79,1150.8,420.38648528872
2009-12-08,1153.82,1159.1,1153.82,1156.08,2290.9951314676
2009-12-09,1151.56,1162.85,1151.56,1162.85,414.8258174939
2009-12-10,1189.2,1189.2,1166.62,1170.38,450.41409138077
2009-12-11,1174.14,1174.14,1164.36,1166.62,1510.2773730743
2009-12-14,1166.62,1196.71,1149.68,1196.71,4411.8338284136
2009-12-15,1192.95,1192.95,1174.91,1177.89,202.40830773161
2009-12-16,1191.44,1191.44,1178.67,1189.2,602.77638895896
2009-12-17,1196.71,1198.21,1185.43,1198.21,271.36058838743
2009-12-18,1189.59,1194.45,1182.41,1183.55,132.34389351682
2009-12-21,1181.66,1196.71,1181.66,1191.44,124.55895860406
2009-12-22,1189.2,1204.26,1189.2,1204.26,450.41409138077
2009-12-23,1192.95,1192.95,1192.95,1192.95,4.4485342358595
2009-12-28,1190.71,1214.8,1190.71,1199.35,579.42158422069
2009-12-29,1198.21,1198.21,1192.95,1196.35,234.66018094159
2009-12-30,1193.72,1196.35,1192.95,1194.45,588.31865269242
2009-12-31,1190.71,1208.01,1189.2,1196.71,690.63494011719
2010-01-04,1185.43,1234.37,1185.43,1234.37,499.34796797523
2010-01-05,1241.13,1256.94,1232.09,1253.16,1493.5953696898
2010-01-06,1263.32,1308.87,1257.31,1302.84,2297.6679328214
2010-01-07,1302.11,1329.18,1302.11,1324.67,3199.6082491419
2010-01-08,1354.04,1354.77,1351.02,1354.77,4709.8856222162
2010-01-11,1392.39,1396.17,1351.02,1358.53,578.30945066173
2010-01-12,1340.48,1340.48,1339.72,1339.72,151.25016401922
2010-01-13,1346.49,1346.49,1314.14,1314.14,54.494544389279
2010-01-14,1289.3,1332.2,1285.92,1332.2,199.07190705471
2010-01-15,1332.2,1332.96,1332.2,1332.2,74.512948450646
2010-01-18,1324.67,1324.67,1324.67,1324.67,1.1121335589649
2010-01-19,1299.09,1313.37,1298.33,1305.1,54.494544389279
2010-01-20,1318.64,1347.24,1318.64,1347.24,107.8769552196
2010-01-21,1347.24,1347.24,1339.72,1339.72,31.139739651016
2010-01-22,1339.72,1343.5,1332.2,1332.2,28.915472533087
2010-01-25,1337.47,1338.22,1324.67,1338.22,115.66189013235
2010-01-26,1354.77,1354.77,1302.11,1302.11,250.2300507671
2010-01-27,1317.13,1347.24,1317.13,1347.24,8907.0776737496
2010-01-29,1317.9,1327.67,1313.37,1327.67,193.51123925989
2010-02-01,1324.67,1324.67,1290.05,1309.62,990.9110010377
2010-02-02,1310.72,1329.18,1310.72,1329.18,189.06270502402
2010-02-03,1335.96,1391.27,1335.96,1384.89,21903.470443813
2010-02-04,1372.84,1384.89,1354.77,1354.77,9740.0657094143
2010-02-05,1298.33,1354.77,1298.33,1341.22,5016.8344844906
2010-02-08,1354.77,1377.36,1354.77,1362.3,6206.8173925829
2010-02-09,1378.86,1378.86,1362.3,1377.36,11586.207417296
2010-02-10,1376.61,1381.13,1366.08,1366.08,66.728013537893
2010-02-11,1392.39,1392.39,1366.08,1366.08,3.3364006768946
2010-02-12,1380.37,1392.39,1380.37,1392.39,266.91205415157
2010-02-15,1377.36,1414.97,1377.36,1399.95,4603.1208005557
2010-02-16,1399.95,1414.97,1399.18,1399.95,2635.7565347467
2010-02-17,1414.97,1422.5,1412.74,1422.5,1042.06914475
2010-02-18,1414.97,1467.67,1414.97,1451.11,2910.453523811
2010-02-19,1499.29,1499.29,1456.38,1486.48,196.84763993678
2010-02-22,1460.88,1467.67,1430.04,1430.04,592.76718692828
2010-02-23,1466.94,1466.94,1430.04,1430.04,302.50032803845
2010-02-24,1412.74,1422.5,1391.66,1392.39,886.370446495
2010-02-25,1392.39,1399.95,1366.08,1384.89,3948.0741343253
2010-02-26,1371.71,1399.95,1371.71,1392.39,300.27606092052
2010-03-01,1406.69,1406.69,1392.39,1392.39,61.167345743068
2010-03-02,1399.95,1422.5,1396.17,1399.95,1335.6724043168
2010-03-03,1399.95,1403.7,1370.2,1401.82,636.1403957279
2010-03-04,1370.2,1422.5,1358.53,1399.18,2095.2596250898
2010-03-05,1413.48,1413.48,1392.39,1392.39,305.83672871533
2010-03-08,1392.8,1414.23,1392.8,1399.95,137.90456131165
2010-03-09,1392.8,1413.1,1392.8,1392.8,36.700407445841
2010-03-10,1392.8,1410.48,1392.39,1393.15,223.53884535194
2010-03-11,1393.15,1407.47,1393.15,1395.42,1414.6338870033
2010-03-12,1414.23,1433.82,1396.17,1396.17,570.52451574898
2010-03-15,1393.54,1394.29,1381.5,1381.5,71.176547773752
2010-03-16,1392.39,1407.08,1381.13,1392.39,141.24096198854
2010-03-17,1392.39,1408.23,1392.39,1393.15,36.700407445841
2010-03-18,1393.15,1394.65,1392.39,1394.65,280.25765685915
2010-03-19,1399.95,1409.72,1366.08,1396.17,816.30603228021
2010-03-22,1366.81,1377.36,1366.81,1377.36,304.72459515637
2010-03-23,1398.43,1399.56,1377.36,1377.36,1360.1393426141
2010-03-24,1392.39,1399.95,1377.36,1399.95,161.25936604991
2010-03-25,1399.95,1422.5,1399.95,1421.76,7367.8848281423
2010-03-26,1399.95,1422.5,1384.89,1384.89,311.39739651016
2010-03-29,1389.79,1411.99,1384.89,1384.89,384.79821140185
2010-03-30,1419.51,1419.51,1384.89,1386.01,190.174838583
2010-03-31,1392.8,1397.68,1385.62,1388.65,678.40147096857
2010-04-01,1392.39,1393.15,1380.74,1380.74,329.19153345361
2010-04-06,1377.36,1430.04,1377.36,1405.96,4332.8723457271
2010-04-07,1414.97,1430.04,1405.96,1430.04,1186.6465074155
2010-04-08,1436.06,1436.06,1392.39,1392.39,124.55895860406
2010-04-09,1399.95,1430.04,1399.95,1430.04,392.5831463146
2010-04-12,1430.04,1430.04,1399.95,1408.59,346.98567039704
2010-04-13,1421.76,1424.78,1397.68,1399.95,2835.9405753605
2010-04-14,1421.39,1497.01,1421.39,1433.82,4833.3324472613
2010-04-15,1482.74,1490.24,1447.37,1447.37,400.36808122736
2010-04-16,1488,1488,1448.84,1448.84,223.53884535194
2010-04-19,1381.86,1430.04,1377.36,1399.95,478.21743035489
2010-04-20,1399.95,1424.78,1394.65,1400.69,451.52622493973
2010-04-21,1406.69,1406.69,1401.06,1401.44,27.803338974122
2010-04-22,1427.76,1437.58,1392.39,1399.95,2708.0452160795
2010-04-23,1414.98,1428.54,1404.46,1405.21,103.42842098373
2010-04-26,1426.27,1430.8,1424.38,1428.54,217.97817755711
2010-04-27,1428.54,1434.55,1404.82,1404.82,417.05008461183
2010-04-28,1421.01,1421.01,1392.39,1392.39,122.33469148614
2010-04-29,1425.16,1425.16,1392.39,1392.39,107.8769552196
2010-04-30,1392.39,1399.95,1392.39,1392.39,33.364006768946
2010-05-04,1404.45,1405.96,1354.77,1354.77,115.66189013235
2010-05-05,1354.77,1354.77,1298.33,1309.62,9133.9529197785
2010-05-06,1298.33,1338.98,1298.33,1309.62,738.45668315268
2010-05-07,1308.87,1328.43,1279.5,1309.62,2280.985929437
2010-05-10,1317.13,1414.97,1317.13,1347.99,25.579071856192
2010-05-11,1412.74,1412.74,1309.62,1354.77,1789.4228963745
