"","czas","nazwa","cena","ilosc"
"1","09:00:01","FTPSH7",12860,1
"2","09:00:01","FW20M7",34600,1
"3","09:00:01","FW20M7",34600,1
"4","09:00:01","FW20M7",34600,1
"5","09:00:01","FW20M7",34600,1
"6","09:00:01","FW20M7",34600,1
"7","09:00:01","FW20U7",34450,1
"8","09:00:02","FW20H7",34700,5
"9","09:00:02","FW20H7",34700,5
"10","09:00:02","FW20H7",34700,5
"11","09:00:02","FW20H7",34700,7
"12","09:00:02","FW20H7",34700,7
"13","09:00:02","FW20H7",34700,6
"14","09:00:02","FW20H7",34700,5
"15","09:00:02","FW20H7",34700,8
"16","09:00:02","FW20H7",34700,10
"17","09:00:02","FW20H7",34700,10
"18","09:00:02","FW20H7",34700,10
"19","09:00:02","FW20H7",34700,10
"20","09:00:02","FW20H7",34700,10
"21","09:00:02","FW20H7",34700,10
"22","09:00:02","FW20H7",34700,10
"23","09:00:02","FW20H7",34700,9
"24","09:00:02","FW20H7",34700,8
"25","09:00:02","FW20H7",34700,1
"26","09:00:02","FW20H7",34700,1
"27","09:00:02","FW20H7",34700,1
"28","09:00:02","FW20H7",34700,1
"29","09:00:02","FW20H7",34700,1
"30","09:00:02","FW20H7",34700,1
"31","09:00:02","FW20H7",34700,1
"32","09:00:02","FW20H7",34700,1
"33","09:00:02","FW20H7",34700,200
"34","09:00:02","FW20H7",34700,5
"35","09:00:02","FW20H7",34700,4
"36","09:00:02","FW20H7",34700,4
"37","09:00:02","FW20H7",34700,4
"38","09:00:02","FW20H7",34700,4
"39","09:00:02","FW20H7",34700,4
"40","09:00:02","FW20H7",34700,3
"41","09:00:02","FW20H7",34700,3
"42","09:00:02","FW20H7",34700,2
"43","09:00:02","FW20H7",34700,2
"44","09:00:02","FW20H7",34700,2
"45","09:00:02","FW20H7",34700,2
"46","09:00:02","FW20H7",34700,2
"47","09:00:02","FW20H7",34700,2
"48","09:00:02","FW20H7",34700,2
"49","09:00:02","FW20H7",34700,1
"50","09:00:02","FW20H7",34700,1
"51","09:00:02","FW20H7",34700,1
"52","09:00:02","FW20H7",34700,1
"53","09:00:02","FW20H7",34700,1
"54","09:00:02","FW20H7",34700,1
"55","09:00:02","FW20H7",34700,1
"56","09:00:02","FW20H7",34700,1
"57","09:00:02","FW20H7",34700,1
"58","09:00:02","FW20H7",34700,1
"59","09:00:02","FW20H7",34700,1
"60","09:00:02","FW20H7",34700,1
"61","09:00:02","FW20H7",34700,1
"62","09:00:02","FW20H7",34700,1
"63","09:00:02","FW20H7",34700,1
"64","09:00:02","FW20H7",34700,1
"65","09:00:02","FW20H7",34700,1
"66","09:00:02","FW20H7",34700,1
"67","09:00:02","FW20H7",34700,5
"68","09:00:02","FW20H7",34700,50
"69","09:00:02","FW20H7",34700,20
"70","09:00:02","FW20H7",34700,20
"71","09:00:02","FW20H7",34700,15
"72","09:00:02","FW20H7",34700,14
"73","09:00:02","FW20H7",34700,12
"74","09:00:02","FW20H7",34700,12
"75","09:00:02","FW20H7",34700,12
"76","09:00:02","FW20H7",34700,5
"77","09:00:02","FW20H7",34700,2
"78","09:00:02","FW20H7",34700,2
"79","09:00:02","FW20H7",34700,2
"80","09:00:02","FW20H7",34700,2
"81","09:00:02","FW20H7",34700,2
"82","09:00:02","FW20H7",34700,2
"83","09:00:02","FW20H7",34700,2
"84","09:00:02","FW20H7",34700,2
"85","09:00:02","FW20H7",34700,2
"86","09:00:02","FW20H7",34700,1
"87","09:00:02","FW20H7",34700,1
"88","09:00:02","FW20H7",34700,1
"89","09:00:02","FW20H7",34700,1
"90","09:00:02","FW20H7",34700,1
"91","09:00:02","FW20H7",34700,1
"92","09:00:02","FW20H7",34700,1
"93","09:00:02","FW20H7",34700,1
"94","09:00:02","FW20H7",34700,1
"95","09:00:02","FW20H7",34700,1
"96","09:00:02","FW20H7",34700,1
"97","09:00:02","FW20H7",34700,1
"98","09:00:02","FW20H7",34700,1
"99","09:00:02","FW20H7",34700,1
"100","09:00:02","FW20H7",34700,1
"101","09:00:02","FW20H7",34700,1
"102","09:00:02","FW20H7",34700,1
"103","09:00:02","FW20H7",34700,1
"104","09:00:02","FW20H7",34700,1
"105","09:00:02","FW20H7",34700,2
"106","09:00:02","FW20H7",34700,2
"107","09:00:02","FW20H7",34700,2
"108","09:00:02","FW20H7",34700,2
"109","09:00:02","FW20H7",34700,2
"110","09:00:02","FW20H7",34700,1
"111","09:00:02","FW20H7",34700,1
"112","09:00:02","FW20H7",34700,1
"113","09:00:02","FW20H7",34700,1
"114","09:00:02","FTECH7",13280,1
"115","09:00:02","FTECH7",13280,1
"116","09:00:04","OW20O7290",104.9,1
"117","09:00:04","OW20O7290",104.9,10
"118","09:00:04","OW20O7290",104.9,10
"119","09:00:04","OW20O7330",700,1
"120","09:00:06","FW20H7",34690,1
"121","09:00:07","FW20H7",34710,5
"122","09:00:07","FW20H7",34690,1
"123","09:00:08","FW20H7",34720,3
"124","09:00:08","FW20H7",34720,1
"125","09:00:09","FW20H7",34710,10
"126","09:00:10","FW20H7",34730,1
"127","09:00:10","FW20H7",34720,2
"128","09:00:10","FW20H7",34720,1
"129","09:00:10","FW20H7",34720,1
"130","09:00:10","FW20H7",34690,5
"131","09:00:10","FW20H7",34710,5
"132","09:00:10","FW20H7",34700,10
"133","09:00:10","FW20H7",34720,1
"134","09:00:10","FW20H7",34720,1
"135","09:00:10","FW20H7",34720,3
"136","09:00:10","FW20H7",34720,1
"137","09:00:10","FW20H7",34720,2
"138","09:00:11","FW20H7",34710,1
"139","09:00:11","FW20H7",34730,5
"140","09:00:14","FW20H7",34730,1
"141","09:00:18","FW20H7",34720,5
"142","09:00:18","FW20H7",34730,1
"143","09:00:19","FW20H7",34730,2
"144","09:00:19","FW20H7",34730,24
"145","09:00:19","FW20H7",34720,9
"146","09:00:19","FW20H7",34720,3
"147","09:00:20","FW20H7",34730,4
"148","09:00:21","FW20H7",34730,2
"149","09:00:21","FW20H7",34730,1
"150","09:00:22","FW20H7",34700,1
"151","09:00:22","FW20H7",34720,1
"152","09:00:23","FW20H7",34700,1
"153","09:00:23","FW20H7",34710,10
"154","09:00:25","FW20H7",34730,5
"155","09:00:27","FW20H7",34710,1
"156","09:00:27","FW20H7",34720,1
"157","09:00:27","FW20H7",34730,4
"158","09:00:28","FW20U7",34460,1
"159","09:00:29","FW20H7",34700,15
"160","09:00:34","FW20H7",34740,1
"161","09:00:34","FW20H7",34740,4
"162","09:00:34","FW20H7",34730,1
"163","09:00:34","FW20H7",34730,1
"164","09:00:34","FW20H7",34720,1
"165","09:00:34","FW20H7",34730,1
"166","09:00:34","FW20H7",34740,1
"167","09:00:34","FW20H7",34740,1
"168","09:00:35","FW20H7",34710,1
"169","09:00:36","FW20H7",34700,1
"170","09:00:36","FW20H7",34700,83
"171","09:00:36","FW20H7",34710,9
"172","09:00:37","FW20M7",34610,1
"173","09:00:39","FW20M7",34610,2
"174","09:00:41","FW20H7",34690,1
"175","09:00:41","FW20H7",34690,3
"176","09:00:41","FW20H7",34690,5
"177","09:00:41","FW20H7",34690,5
"178","09:00:42","FW20H7",34700,27
"179","09:00:42","FW20H7",34690,6
"180","09:00:42","FW20H7",34690,17
"181","09:00:44","FW20H7",34680,2
"182","09:00:45","FW20H7",34700,3
"183","09:00:48","FW20H7",34700,50
"184","09:00:50","FW20H7",34690,1
"185","09:00:50","FW20H7",34690,1
"186","09:00:52","FW20H7",34700,2
"187","09:00:53","FW20H7",34720,1
"188","09:00:53","FW20H7",34700,25
"189","09:00:53","FW20H7",34700,1
"190","09:00:54","FW20H7",34700,1
"191","09:00:54","FW20H7",34720,4
"192","09:00:54","FW20U7",34470,1
"193","09:00:56","FW20H7",34720,1
"194","09:00:59","FW20H7",34700,1
"195","09:01:02","FW20H7",34730,4
"196","09:01:02","FW20H7",34720,1
"197","09:01:03","FW20H7",34700,10
"198","09:01:04","FW20H7",34700,1
"199","09:01:05","FW20H7",34700,11
"200","09:01:06","FW20H7",34700,5
"201","09:01:08","FW20H7",34680,1
"202","09:01:10","FW20H7",34700,3
"203","09:01:10","FW20H7",34700,9
"204","09:01:14","FW20H7",34700,1
"205","09:01:15","FW20H7",34710,2
"206","09:01:16","FW20H7",34700,1
"207","09:01:21","FW20H7",34710,1
"208","09:01:25","FW20H7",34700,1
"209","09:01:27","FW20H7",34700,3
"210","09:01:29","FW20H7",34720,2
"211","09:01:29","FW20H7",34720,2
"212","09:01:31","FW20H7",34700,5
"213","09:01:31","FW20H7",34700,1
"214","09:01:31","FW20H7",34700,1
"215","09:01:31","FW20H7",34700,32
"216","09:01:32","FW20H7",34690,1
"217","09:01:33","FW20H7",34700,25
"218","09:01:33","FW20H7",34700,2
"219","09:01:35","FW20H7",34700,5
"220","09:01:37","FW20H7",34690,1
"221","09:01:38","FW20H7",34700,25
"222","09:01:40","FW20H7",34700,4
"223","09:01:41","FW20H7",34700,1
"224","09:01:41","FW20H7",34700,2
"225","09:01:41","FW20H7",34700,1
"226","09:01:45","FW20H7",34700,2
"227","09:01:46","FW20H7",34700,1
"228","09:01:48","FW20H7",34710,1
"229","09:01:49","FW20H7",34700,1
"230","09:01:50","FW20H7",34700,2
"231","09:01:53","FW20H7",34700,1
"232","09:01:55","FW20H7",34700,9
"233","09:01:55","FW20H7",34700,1
"234","09:01:58","FW20H7",34700,1
"235","09:01:58","FW20H7",34700,3
"236","09:02:03","FW20H7",34700,8
"237","09:02:03","FW20H7",34700,20
"238","09:02:04","FW20H7",34690,4
"239","09:02:04","FW20H7",34690,1
"240","09:02:04","FW20H7",34690,1
"241","09:02:04","FW20H7",34700,20
"242","09:02:04","FW20H7",34700,1
"243","09:02:04","FW20H7",34700,1
"244","09:02:04","FTPSU7",12550,2
"245","09:02:06","FW20H7",34680,1
"246","09:02:06","FW20H7",34680,1
"247","09:02:07","FTPSH7",12910,1
"248","09:02:07","FTPSH7",12905,1
"249","09:02:07","FW20H7",34670,1
"250","09:02:07","FW20H7",34670,1
"251","09:02:07","FW20H7",34670,1
"252","09:02:08","FW20H7",34690,1
"253","09:02:08","FW20H7",34690,20
"254","09:02:10","FW20H7",34670,4
"255","09:02:13","FPKNH7",24495,1
"256","09:02:14","FW20H7",34690,3
"257","09:02:15","FW20H7",34700,1
"258","09:02:17","FW20H7",34700,1
"259","09:02:17","FW20H7",34670,1
"260","09:02:19","FW20H7",34700,1
"261","09:02:19","FW20H7",34690,5
"262","09:02:19","FW20H7",34700,5
"263","09:02:19","FW20H7",34700,20
"264","09:02:22","FW20H7",34700,19
"265","09:02:24","FW20H7",34700,1
"266","09:02:24","FW20H7",34700,1
"267","09:02:26","FW20H7",34680,1
"268","09:02:28","FW20M7",34640,1
"269","09:02:31","FW20H7",34680,1
"270","09:02:31","MW20",348.9,5
"271","09:02:34","FTPSH7",12925,2
"272","09:02:36","FW20H7",34680,1
"273","09:02:41","FW20H7",34700,2
"274","09:02:41","FW20H7",34690,1
"275","09:02:43","FW20H7",34700,3
"276","09:02:43","FW20H7",34700,1
"277","09:02:43","FW20H7",34700,11
"278","09:02:43","FW20H7",34700,1
"279","09:02:43","FW20H7",34700,1
"280","09:02:43","FW20H7",34700,1
"281","09:02:43","FW20H7",34700,1
"282","09:02:44","FW20H7",34700,2
"283","09:02:46","FW20H7",34700,1
"284","09:02:48","FW20H7",34700,1
"285","09:02:50","FW20H7",34700,2
"286","09:02:55","FW20H7",34700,1
"287","09:02:56","FW20H7",34700,2
"288","09:02:56","FW20H7",34700,2
"289","09:03:00","FW20H7",34710,1
"290","09:03:00","FW20H7",34710,5
"291","09:03:00","FW20H7",34710,1
"292","09:03:00","FW20H7",34710,25
"293","09:03:00","FW20H7",34710,1
"294","09:03:03","FW20H7",34710,1
"295","09:03:07","FW20H7",34710,6
"296","09:03:08","FW20H7",34700,1
"297","09:03:13","FW20H7",34720,1
"298","09:03:15","FW20H7",34700,1
"299","09:03:18","FW20H7",34700,4
"300","09:03:24","FW20H7",34700,5
"301","09:03:24","FW20H7",34700,3
"302","09:03:25","FW20H7",34700,5
"303","09:03:34","FW20H7",34720,2
"304","09:03:34","FW20H7",34710,1
"305","09:03:34","FW20H7",34710,1
"306","09:03:34","FW20H7",34710,1
"307","09:03:34","FW20H7",34700,1
"308","09:03:35","FW20H7",34700,1
"309","09:03:35","FW20H7",34720,3
"310","09:03:35","FW20H7",34720,1
"311","09:03:35","FW20H7",34720,1
"312","09:03:35","FW20H7",34700,1
"313","09:03:36","FW20H7",34720,29
"314","09:03:36","FW20H7",34720,1
"315","09:03:36","FW20H7",34720,2
"316","09:03:36","FW20H7",34720,1
"317","09:03:36","FW20H7",34720,2
"318","09:03:38","FW20H7",34720,1
"319","09:03:38","OW20O7310",294,1
"320","09:03:47","FW20H7",34710,1
"321","09:03:48","FW20H7",34710,2
"322","09:03:48","FW20H7",34710,1
"323","09:03:48","FW20H7",34710,2
"324","09:03:55","FW20H7",34710,1
"325","09:04:01","FW20H7",34720,3
"326","09:04:02","FW20H7",34710,1
"327","09:04:04","FW20H7",34710,3
"328","09:04:04","FW20H7",34710,9
"329","09:04:06","FW20H7",34720,13
"330","09:04:06","FW20H7",34710,5
"331","09:04:08","FW20H7",34710,1
"332","09:04:12","FW20H7",34710,9
"333","09:04:13","FW20H7",34710,2
"334","09:04:13","OW20C7380",173,1
"335","09:04:15","FW20H7",34700,4
"336","09:04:15","FW20H7",34700,1
"337","09:04:15","FW20H7",34700,1
"338","09:04:19","FW20H7",34700,5
"339","09:04:20","FW20H7",34700,17
"340","09:04:20","FW20H7",34710,5
"341","09:04:21","FW20H7",34700,30
"342","09:04:21","FW20H7",34700,5
"343","09:04:22","FW20H7",34700,5
"344","09:04:22","FW20H7",34710,2
"345","09:04:24","FW20H7",34700,5
"346","09:04:27","FW20H7",34700,29
"347","09:04:28","FW20H7",34700,2
"348","09:04:28","FW20H7",34700,10
"349","09:04:31","FW20H7",34700,1
"350","09:04:31","FW20H7",34700,1
"351","09:04:31","FW20H7",34710,20
"352","09:04:31","FW20H7",34700,1
"353","09:04:31","FW20H7",34700,1
"354","09:04:31","FW20H7",34700,1
"355","09:04:32","FW20H7",34710,12
"356","09:04:34","FW20H7",34710,1
"357","09:04:36","FW20H7",34710,13
"358","09:04:36","FW20H7",34710,7
"359","09:04:36","FW20H7",34720,1
"360","09:04:37","FW20H7",34720,1
"361","09:04:37","FW20H7",34720,1
"362","09:04:37","FW20H7",34720,10
"363","09:04:37","FW20H7",34720,1
"364","09:04:37","FW20H7",34720,1
"365","09:04:37","FW20H7",34720,1
"366","09:04:37","FW20H7",34720,3
"367","09:04:37","FW20H7",34710,1
"368","09:04:37","FW20H7",34710,1
"369","09:04:38","FW20H7",34720,1
"370","09:04:41","FW20H7",34710,2
"371","09:04:42","FW20H7",34710,10
"372","09:04:47","FW20H7",34710,1
"373","09:04:49","FW20H7",34730,2
"374","09:04:50","FW20H7",34710,1
"375","09:04:51","FW20H7",34720,1
"376","09:04:52","FW20H7",34730,1
"377","09:04:52","FW20H7",34730,1
"378","09:04:52","FW20H7",34730,10
"379","09:04:52","FW20H7",34730,1
"380","09:04:52","FW20H7",34730,3
"381","09:04:52","FW20H7",34730,1
"382","09:04:52","FW20H7",34730,1
"383","09:04:52","FW20H7",34730,1
"384","09:04:52","FW20H7",34730,31
"385","09:04:52","FW20H7",34720,1
"386","09:04:52","FW20H7",34730,1
"387","09:04:52","FW20H7",34730,5
"388","09:04:54","FW20H7",34730,1
"389","09:04:54","FW20H7",34730,19
"390","09:04:54","FW20H7",34720,5
"391","09:04:54","OW20C7350",890,1
"392","09:04:57","FW20H7",34730,1
"393","09:04:59","FW20H7",34730,1
"394","09:04:59","FW20H7",34730,4
"395","09:05:09","OW20C7350",900,1
"396","09:05:10","FW20H7",34740,15
"397","09:05:12","FW20H7",34740,1
"398","09:05:12","FW20H7",34740,1
"399","09:05:12","FW20H7",34740,1
"400","09:05:12","FW20H7",34740,28
"401","09:05:12","FW20H7",34740,2
"402","09:05:14","FW20H7",34740,1
"403","09:05:16","FW20H7",34750,2
"404","09:05:16","FW20H7",34750,1
"405","09:05:16","FW20H7",34750,1
"406","09:05:16","FW20H7",34750,1
"407","09:05:16","FW20H7",34750,1
"408","09:05:16","FW20H7",34750,2
"409","09:05:16","FW20H7",34750,1
"410","09:05:16","FW20H7",34750,1
"411","09:05:16","FW20H7",34750,1
"412","09:05:16","FW20M7",34620,1
"413","09:05:17","FW20H7",34750,1
"414","09:05:17","FW20H7",34750,3
"415","09:05:17","FW20H7",34750,1
"416","09:05:18","FW20H7",34750,3
"417","09:05:24","FW20H7",34760,1
"418","09:05:24","FW20H7",34760,1
"419","09:05:24","FW20H7",34760,2
"420","09:05:24","FW20H7",34760,1
"421","09:05:24","FW20H7",34760,1
"422","09:05:24","FW20H7",34760,1
"423","09:05:24","FW20H7",34760,5
"424","09:05:25","FW20H7",34760,5
"425","09:05:25","FW20M7",34630,2
"426","09:05:26","FW20H7",34750,1
"427","09:05:27","FW20U7",34470,1
"428","09:05:28","FW20H7",34770,2
"429","09:05:28","FW20H7",34770,7
"430","09:05:28","FW20H7",34770,3
"431","09:05:28","FW20H7",34770,1
"432","09:05:29","FW20H7",34770,5
"433","09:05:29","FW20H7",34770,1
"434","09:05:33","FW20H7",34770,1
"435","09:05:33","FW20H7",34770,5
"436","09:05:33","FW20H7",34770,1
"437","09:05:33","FW20H7",34770,1
"438","09:05:33","FW20H7",34770,1
"439","09:05:33","FW20H7",34770,1
"440","09:05:34","FW20H7",34770,2
"441","09:05:35","FW20H7",34760,5
"442","09:05:36","FW20H7",34770,1
"443","09:05:37","FW20H7",34760,1
"444","09:05:39","FW20H7",34770,1
"445","09:05:40","FW20H7",34770,4
"446","09:05:41","FW20H7",34760,1
"447","09:05:46","FW20H7",34770,1
"448","09:05:47","FW20H7",34780,1
"449","09:05:47","FW20H7",34790,4
"450","09:05:47","FW20H7",34790,4
"451","09:05:47","FW20H7",34780,1
"452","09:05:47","FW20H7",34780,1
"453","09:05:47","FW20H7",34780,1
"454","09:05:47","FW20H7",34780,1
"455","09:05:47","FW20H7",34780,5
"456","09:05:47","FW20H7",34790,1
"457","09:05:47","FW20H7",34790,1
"458","09:05:47","FW20H7",34790,2
"459","09:05:47","FW20H7",34790,1
"460","09:05:47","FW20H7",34790,1
"461","09:05:47","FW20H7",34800,1
"462","09:05:47","FW20H7",34790,6
"463","09:05:47","FW20H7",34790,2
"464","09:05:47","FW20H7",34790,1
"465","09:05:48","FW20H7",34800,3
"466","09:05:48","FW20H7",34800,1
"467","09:05:48","FW20H7",34800,1
"468","09:05:48","FW20H7",34800,1
"469","09:05:48","FW20H7",34800,1
"470","09:05:48","FW20H7",34800,1
"471","09:05:48","FW20H7",34800,1
"472","09:05:48","FW20H7",34800,1
"473","09:05:48","FW20H7",34800,20
"474","09:05:48","FW20H7",34800,1
"475","09:05:48","FW20H7",34800,1
"476","09:05:48","FW20H7",34800,1
"477","09:05:48","FW20H7",34800,1
"478","09:05:48","FW20H7",34800,1
"479","09:05:48","FW20H7",34800,4
"480","09:05:48","FW20H7",34800,1
"481","09:05:48","FW20H7",34800,1
"482","09:05:51","FW20H7",34770,1
"483","09:05:53","FW20H7",34770,1
"484","09:05:54","FW20H7",34760,1
"485","09:05:54","FW20H7",34770,1
"486","09:05:57","FW20H7",34770,1
"487","09:06:00","FW20H7",34770,1
"488","09:06:00","FW20H7",34790,9
"489","09:06:00","FW20H7",34780,1
"490","09:06:02","FW20H7",34800,2
"491","09:06:02","FW20H7",34790,1
"492","09:06:02","FW20H7",34790,5
"493","09:06:06","OW20O7290",100,3
"494","09:06:08","FW20H7",34770,1
"495","09:06:10","FW20H7",34760,9
"496","09:06:10","FW20H7",34770,1
"497","09:06:15","FW20H7",34770,5
"498","09:06:16","FTPSH7",12900,1
"499","09:06:20","FTPSH7",12900,1
"500","09:06:21","FW20H7",34760,10
"501","09:06:21","FW20H7",34760,8
"502","09:06:23","FW20H7",34760,2
"503","09:06:27","OW20O7290",100,1
"504","09:06:28","FW20H7",34760,17
"505","09:06:28","FW20H7",34770,1
"506","09:06:29","FW20H7",34770,1
"507","09:06:29","FW20H7",34770,1
"508","09:06:31","OW20O7310",285,1
"509","09:06:33","FW20H7",34760,1
"510","09:06:33","FW20H7",34770,1
"511","09:06:34","FW20H7",34760,1
"512","09:06:35","FW20H7",34770,1
"513","09:06:35","OW20C7350",920,1
"514","09:06:39","FW20H7",34760,1
"515","09:06:41","FW20H7",34760,2
"516","09:06:41","FW20H7",34760,3
"517","09:06:43","OW20O7300",170,1
"518","09:06:45","FW20H7",34770,1
"519","09:06:46","FW20H7",34760,10
"520","09:06:50","FW20H7",34760,14
"521","09:06:50","FW20H7",34760,1
"522","09:06:54","FW20H7",34760,2
"523","09:06:54","FW20H7",34760,6
"524","09:06:59","FW20H7",34760,1
"525","09:07:00","FW20H7",34770,2
"526","09:07:06","FW20H7",34770,3
"527","09:07:06","FW20H7",34770,2
"528","09:07:07","FW20H7",34770,1
"529","09:07:08","FW20H7",34760,3
"530","09:07:08","OW20O7310",285,3
"531","09:07:10","FW20H7",34760,10
"532","09:07:15","FW20H7",34760,1
"533","09:07:15","FW20H7",34760,3
"534","09:07:22","FW20H7",34750,1
"535","09:07:22","FW20H7",34750,2
"536","09:07:22","FW20H7",34750,2
"537","09:07:25","FW20H7",34750,15
"538","09:07:26","FW20H7",34760,1
"539","09:07:27","OW20C7360",540,2
"540","09:07:29","FW20H7",34750,1
"541","09:07:31","FW20H7",34750,1
"542","09:07:31","FW20H7",34750,1
"543","09:07:32","FTPSH7",12875,1
"544","09:07:38","FW20M7",34620,1
"545","09:07:49","FW20H7",34730,1
"546","09:07:51","FW20H7",34750,9
"547","09:07:52","FW20H7",34750,1
"548","09:07:52","FW20H7",34750,1
"549","09:07:52","FW20H7",34750,1
"550","09:07:52","FW20H7",34750,5
"551","09:07:52","FW20H7",34750,2
"552","09:07:52","FW20H7",34750,1
"553","09:07:52","FW20H7",34750,4
"554","09:07:56","FW20H7",34750,1
"555","09:07:57","FW20H7",34730,3
"556","09:07:57","FW20M7",34600,2
"557","09:08:00","FTECH7",13230,1
"558","09:08:00","OW20O7330",630,1
"559","09:08:01","FW20H7",34730,1
"560","09:08:04","FW20H7",34730,1
"561","09:08:06","FW20H7",34740,8
"562","09:08:16","FW20H7",34740,1
"563","09:08:18","FW20H7",34730,2
"564","09:08:19","OW20O7330",630,1
"565","09:08:22","FW20M7",34610,1
"566","09:08:27","FW20H7",34730,2
"567","09:08:30","FW20H7",34720,3
"568","09:08:30","FW20H7",34730,2
"569","09:08:30","FW20H7",34730,2
"570","09:08:30","FW20H7",34730,1
"571","09:08:30","FW20H7",34720,1
"572","09:08:32","FW20M7",34600,1
"573","09:08:35","FW20H7",34730,1
"574","09:08:35","FW20M7",34600,1
"575","09:08:39","FW20H7",34740,2
"576","09:08:39","FW20H7",34740,10
"577","09:08:45","FW20H7",34740,1
"578","09:08:46","FW20H7",34740,1
"579","09:08:48","FW20U7",34460,5
"580","09:08:49","FW20H7",34750,3
"581","09:08:49","FW20H7",34750,1
"582","09:08:50","FW20H7",34760,5
"583","09:08:56","FW20H7",34760,1
"584","09:08:56","FW20H7",34750,1
"585","09:08:56","FW20M7",34630,1
"586","09:09:00","FW20H7",34750,1
"587","09:09:02","FW20H7",34760,1
"588","09:09:03","FW20H7",34750,10
"589","09:09:06","FW20H7",34750,1
"590","09:09:06","FW20H7",34750,1
"591","09:09:13","FW20H7",34750,7
"592","09:09:19","FW20H7",34740,3
"593","09:09:25","FW20H7",34740,1
"594","09:09:25","FW20H7",34740,3
"595","09:09:28","FW20H7",34740,1
"596","09:09:28","FW20H7",34740,24
"597","09:09:34","FW20H7",34740,1
"598","09:09:34","FW20H7",34740,1
"599","09:09:34","FW20H7",34740,9
"600","09:09:34","FW20H7",34740,1
"601","09:09:35","FW20H7",34740,1
"602","09:09:35","FW20H7",34740,2
"603","09:09:37","OW20F7370",840,2
"604","09:09:40","FW20H7",34740,1
"605","09:09:41","FW20H7",34740,1
"606","09:09:41","FW20H7",34740,10
"607","09:09:42","FW20U7",34590,5
"608","09:09:42","FW20U7",34590,1
"609","09:09:50","FW20H7",34730,4
"610","09:09:56","FW20H7",34730,1
"611","09:09:57","FW20H7",34740,10
"612","09:09:57","FW20H7",34740,5
"613","09:09:57","FW20H7",34740,1
"614","09:10:00","FW20H7",34740,1
"615","09:10:00","FW20H7",34750,1
"616","09:10:00","FW20H7",34740,5
"617","09:10:02","FW20H7",34740,8
"618","09:10:03","OW20F7360",1200,2
"619","09:10:16","MW20",349.77,2
"620","09:10:23","FW20H7",34730,1
"621","09:10:25","FW20H7",34740,1
"622","09:10:29","FW20H7",34740,9
"623","09:10:29","FW20H7",34740,1
"624","09:10:32","FW20H7",34730,1
"625","09:10:45","FW20H7",34730,1
"626","09:10:53","FW20H7",34730,1
"627","09:10:53","FTECH7",13160,1
"628","09:10:53","FTECH7",13170,1
"629","09:10:56","FW20H7",34730,1
"630","09:10:57","FW20H7",34720,1
"631","09:10:57","FW20H7",34720,2
"632","09:10:57","FW20H7",34720,1
"633","09:10:57","FW20H7",34720,4
"634","09:10:57","FW20H7",34730,10
"635","09:10:57","FW20H7",34730,5
"636","09:10:57","FW20H7",34730,1
"637","09:10:57","FW20H7",34730,1
"638","09:10:57","FW20H7",34720,5
"639","09:10:57","FW20H7",34720,5
"640","09:10:57","FW20H7",34720,2
"641","09:10:59","FW20H7",34710,1
"642","09:10:59","FW20H7",34720,10
"643","09:11:00","FW20H7",34700,2
"644","09:11:00","FW20H7",34710,2
"645","09:11:00","FW20H7",34710,20
"646","09:11:00","FW20H7",34710,2
"647","09:11:00","FW20H7",34700,25
"648","09:11:01","FW20H7",34720,8
"649","09:11:01","FW20H7",34710,1
"650","09:11:04","FW20H7",34720,1
"651","09:11:05","FW20H7",34700,1
"652","09:11:06","FW20H7",34700,2
"653","09:11:17","FW20H7",34720,10
"654","09:11:20","FW20H7",34720,3
"655","09:11:24","FW20H7",34720,5
"656","09:11:30","FW20H7",34730,2
"657","09:11:30","FW20H7",34720,2
"658","09:11:30","FW20H7",34730,3
"659","09:11:30","FW20H7",34730,3
"660","09:11:30","FW20H7",34730,4
"661","09:11:30","FW20H7",34720,3
"662","09:11:31","FW20H7",34730,5
"663","09:11:35","FW20H7",34730,4
"664","09:11:35","FW20H7",34730,1
"665","09:11:42","FW20H7",34720,1
"666","09:11:47","FW20H7",34720,1
"667","09:11:48","FW20H7",34720,1
"668","09:11:49","FW20H7",34720,1
"669","09:11:50","FW20H7",34720,1
"670","09:11:53","FW20H7",34730,28
"671","09:11:53","FW20H7",34730,1
"672","09:11:53","FW20H7",34730,1
"673","09:11:53","FW20H7",34730,1
"674","09:11:54","FW20H7",34720,2
"675","09:11:57","FW20H7",34710,1
"676","09:11:57","FW20H7",34710,1
"677","09:12:11","FW20H7",34720,10
"678","09:12:14","FW20H7",34720,3
"679","09:12:14","FW20H7",34720,1
"680","09:12:15","FW20H7",34710,8
"681","09:12:16","FW20H7",34710,4
"682","09:12:16","FW20H7",34710,4
"683","09:12:20","FW20H7",34700,27
"684","09:12:20","FW20H7",34710,2
"685","09:12:20","FW20H7",34710,3
"686","09:12:20","FW20H7",34710,5
"687","09:12:20","FW20H7",34700,4
"688","09:12:24","FW20H7",34700,1
"689","09:12:37","FW20H7",34710,1
"690","09:12:41","FW20H7",34720,2
"691","09:12:41","FW20H7",34720,1
"692","09:12:41","FW20H7",34720,1
"693","09:12:41","FW20H7",34720,1
"694","09:12:45","FW20H7",34710,1
"695","09:12:46","FW20H7",34710,1
"696","09:12:46","FW20H7",34710,9
"697","09:12:59","FW20H7",34720,4
"698","09:12:59","FW20H7",34720,1
